,PTT,dive_num,argos_date,lat_argos,lon_argos,gps_date,lat_gps,lon_gps,depth,obs_temp,FVCOM_temp,doppio_temp,espresso_temp
34,118905,4,2016-05-18 20:00:00,37.768101531137695,-74.65350184836886,2016-05-18 19:24:00,37.7694206237793,-74.6578826904297,8,11.537,,,12.172558784484863
35,118905,4,2016-05-18 20:00:00,37.768101531137695,-74.65350184836886,2016-05-18 19:24:00,37.7694206237793,-74.6578826904297,9,11.503,,,12.172558784484863
36,118905,4,2016-05-18 20:00:00,37.768101531137695,-74.65350184836886,2016-05-18 19:24:00,37.7694206237793,-74.6578826904297,10,11.48,,,12.169878959655762
37,118905,4,2016-05-18 20:00:00,37.768101531137695,-74.65350184836886,2016-05-18 19:24:00,37.7694206237793,-74.6578826904297,11,11.48,,,12.166348457336426
38,118905,5,2016-05-19 20:00:00,37.596634189100385,-74.73842117471514,2016-05-19 18:06:28,37.5963096618652,-74.7164688110352,2,12.22,,,12.447271347045898
39,118905,5,2016-05-19 20:00:00,37.596634189100385,-74.73842117471514,2016-05-19 18:06:28,37.5963096618652,-74.7164688110352,4,12.198,,,12.445981979370117
40,118905,5,2016-05-19 20:00:00,37.596634189100385,-74.73842117471514,2016-05-19 18:06:28,37.5963096618652,-74.7164688110352,7,12.075,,,12.436812400817871
41,118905,5,2016-05-19 20:00:00,37.596634189100385,-74.73842117471514,2016-05-19 18:06:28,37.5963096618652,-74.7164688110352,9,11.975,,,12.412400245666504
42,118905,5,2016-05-19 20:00:00,37.596634189100385,-74.73842117471514,2016-05-19 18:06:28,37.5963096618652,-74.7164688110352,12,11.731,,,12.359160423278809
43,118905,5,2016-05-19 20:00:00,37.596634189100385,-74.73842117471514,2016-05-19 18:06:28,37.5963096618652,-74.7164688110352,14,11.115,,,12.317058563232422
44,118905,5,2016-05-19 20:00:00,37.596634189100385,-74.73842117471514,2016-05-19 18:06:28,37.5963096618652,-74.7164688110352,15,10.640999999999998,,,12.263575553894043
45,118905,5,2016-05-19 20:00:00,37.596634189100385,-74.73842117471514,2016-05-19 18:06:28,37.5963096618652,-74.7164688110352,16,10.439,,,12.199457168579102
46,118905,5,2016-05-19 20:00:00,37.596634189100385,-74.73842117471514,2016-05-19 18:06:28,37.5963096618652,-74.7164688110352,17,10.39,,,12.123927116394043
47,118905,6,2016-05-20 08:00:00,37.53069957333528,-74.77495308462214,2016-05-20 09:31:28,37.535728454589794,-74.7496109008789,2,12.21,,,12.656895637512207
48,118905,6,2016-05-20 08:00:00,37.53069957333528,-74.77495308462214,2016-05-20 09:31:28,37.535728454589794,-74.7496109008789,6,12.21,,,12.657937049865723
49,118905,6,2016-05-20 08:00:00,37.53069957333528,-74.77495308462214,2016-05-20 09:31:28,37.535728454589794,-74.7496109008789,7,12.245,,,12.658164978027344
50,118905,7,2016-05-20 12:00:00,37.51870308078707,-74.75038539823923,2016-05-20 10:01:28,37.53343963623049,-74.7501525878906,2,12.147,,,12.656895637512207
51,118905,7,2016-05-20 12:00:00,37.51870308078707,-74.75038539823923,2016-05-20 10:01:28,37.53343963623049,-74.7501525878906,4,12.16,,,12.657320022583008
52,118905,7,2016-05-20 12:00:00,37.51870308078707,-74.75038539823923,2016-05-20 10:01:28,37.53343963623049,-74.7501525878906,6,12.16,,,12.657937049865723
53,118905,7,2016-05-20 12:00:00,37.51870308078707,-74.75038539823923,2016-05-20 10:01:28,37.53343963623049,-74.7501525878906,7,12.159,,,12.658164978027344
54,118905,7,2016-05-20 12:00:00,37.51870308078707,-74.75038539823923,2016-05-20 10:01:28,37.53343963623049,-74.7501525878906,8,12.149000000000001,,,12.658164978027344
55,118905,7,2016-05-20 12:00:00,37.51870308078707,-74.75038539823923,2016-05-20 10:01:28,37.53343963623049,-74.7501525878906,9,12.092,,,12.65835952758789
